Threads	Scale	NumSpheres	Timesteps	Total Time	Total Collisions	Wall Collisions	Sphere Collisions	Total Checks	Avg. Checks per Timestep	Avg. Timesteps per Second	Avg. Milliseconds per Timestep	Time Dilation	Total Threads
5	2	2	1920	0.0418176	118	117	1	24960	13	45913.7	0.02178	717.402	5	
5	2	4	1920	0.0541158	293	290	3	57600	30	35479.5	0.0281853	554.367	5	
5	2	8	1920	0.0503519	626	591	35	145920	76	38131.6	0.0262249	595.807	5	
5	2	16	1920	0.0448509	1328	1187	141	414720	216	42808.5	0.0233598	668.883	5	
5	2	32	1920	0.0509443	3055	2550	505	1320960	688	37688.2	0.0265335	588.878	5	
5	2	64	1920	0.100738	7307	5242	2065	4608000	2400	19059.4	0.0524677	297.802	5	
5	2	128	1920	0.186648	26229	13888	12341	17080320	8896	10286.7	0.0972128	160.73	5	
5	2	256	1920	0.804097	113347	39301	74046	65617920	34176	2387.77	0.418801	37.3089	5	
5	2	512	1920	2.28494	479533	105193	374340	257064960	133888	840.286	1.19007	13.1295	5	
5	2	1024	1920	8.93853	1810388	276167	1534221	1017446400	529920	214.8	4.65548	3.35626	5	
5	2	2048	1920	36.8127	7325097	774987	6550110	4048158720	2.10842e+06	52.1559	19.1733	0.814937	5	
5	4	1	1920	0.0382473	37	37	0	11520	6	50199.6	0.0199205	784.369	5	
5	4	2	1920	0.0777614	78	78	0	24960	13	24690.9	0.0405007	385.796	5	
5	4	4	1920	0.0579351	218	218	0	57600	30	33140.5	0.0301745	517.821	5	
5	4	8	1920	0.0376005	381	376	5	145920	76	51063.2	0.0195836	797.862	5	
5	4	16	1920	0.0498164	733	701	32	414720	216	38541.5	0.0259461	602.211	5	
5	4	32	1920	0.0468505	1621	1520	101	1320960	688	40981.4	0.0244013	640.335	5	
5	4	64	1920	0.0616708	3066	2722	344	4608000	2400	31133	0.0321202	486.454	5	
5	4	128	1920	0.175091	7476	6092	1384	17080320	8896	10965.7	0.0911934	171.339	5	
5	4	256	1920	0.768164	19376	13414	5962	65617920	34176	2499.47	0.400086	39.0541	5	
5	4	512	1920	2.1844	68983	35735	33248	257064960	133888	878.961	1.13771	13.7338	5	
5	4	1024	1920	8.86871	303162	99628	203534	1017446400	529920	216.492	4.61912	3.38268	5	
5	4	2048	1920	34.0915	1497967	286238	1211729	4048158720	2.10842e+06	56.319	17.756	0.879984	5	
5	8	1	1920	0.042204	20	20	0	11520	6	45493.3	0.0219813	710.833	5	
5	8	2	1920	0.0469502	46	46	0	24960	13	40894.4	0.0244532	638.976	5	
5	8	4	1920	0.0429728	148	148	0	57600	30	44679.5	0.0223816	698.117	5	
5	8	8	1920	0.0457223	243	241	2	145920	76	41992.7	0.0238137	656.136	5	
5	8	16	1920	0.0503341	437	433	4	414720	216	38145.1	0.0262157	596.017	5	
5	8	32	1920	0.0464586	923	913	10	1320960	688	41327.1	0.0241972	645.737	5	
5	8	64	1920	0.0855422	1879	1808	71	4608000	2400	22445.1	0.0445532	350.704	5	
5	8	128	1920	0.169616	3856	3613	243	17080320	8896	11319.7	0.0883415	176.87	5	
5	8	256	1920	0.698764	8317	7425	892	65617920	34176	2747.71	0.363939	42.933	5	
5	8	512	1920	2.29831	18784	15020	3764	257064960	133888	835.398	1.19703	13.0531	5	
5	8	1024	1920	8.60848	47699	32835	14864	1017446400	529920	223.036	4.48358	3.48494	5	
5	8	2048	1920	33.8499	151290	78869	72421	4048158720	2.10842e+06	56.7211	17.6301	0.886266	5	
5	16	1	1920	0.0485694	11	11	0	11520	6	39531.1	0.0252966	617.673	5	
5	16	2	1920	0.0711795	27	27	0	24960	13	26974.1	0.0370726	421.47	5	
5	16	4	1920	0.0699198	105	105	0	57600	30	27460	0.0364166	429.063	5	
5	16	8	1920	0.0470884	168	166	2	145920	76	40774.4	0.0245252	637.1	5	
5	16	16	1920	0.0615312	282	278	4	414720	216	31203.7	0.0320475	487.557	5	
5	16	32	1920	0.057368	573	571	2	1320960	688	33468.2	0.0298792	522.94	5	
5	16	64	1920	0.0922568	1148	1137	11	4608000	2400	20811.5	0.0480504	325.179	5	
5	16	128	1920	0.1885	2322	2285	37	17080320	8896	10185.7	0.0981768	159.152	5	
5	16	256	1920	0.661673	4844	4689	155	65617920	34176	2901.74	0.344621	45.3396	5	
5	16	512	1920	2.31779	9952	9335	617	257064960	133888	828.374	1.20718	12.9433	5	
5	16	1024	1920	8.82453	20909	18713	2196	1017446400	529920	217.575	4.59611	3.39961	5	
5	16	2048	1920	35.1168	48446	38882	9564	4048158720	2.10842e+06	54.6747	18.29	0.854293	5	
5	32	1	1920	0.0460039	6	6	0	11520	6	41735.6	0.0239603	652.119	5	
5	32	2	1920	0.0513427	15	15	0	24960	13	37395.8	0.026741	584.31	5	
5	32	4	1920	0.0525769	69	69	0	57600	30	36517.9	0.0273838	570.593	5	
5	32	8	1920	0.0536706	108	108	0	145920	76	35773.8	0.0279534	558.965	5	
5	32	16	1920	0.0562651	178	178	0	414720	216	34124.2	0.0293047	533.191	5	
5	32	32	1920	0.0752018	361	361	0	1320960	688	25531.3	0.0391676	398.927	5	
5	32	64	1920	0.079362	697	697	0	4608000	2400	24192.9	0.0413344	378.015	5	
5	32	128	1920	0.17864	1403	1397	6	17080320	8896	10747.9	0.0930416	167.936	5	
5	32	256	1920	0.568503	2940	2924	16	65617920	34176	3377.29	0.296095	52.7702	5	
5	32	512	1920	2.4917	5908	5830	78	257064960	133888	770.558	1.29776	12.04	5	
5	32	1024	1920	8.25942	12023	11723	300	1017446400	529920	232.462	4.30178	3.63222	5	
5	32	2048	1920	35.5975	25448	24006	1442	4048158720	2.10842e+06	53.9364	18.5403	0.842757	5	
5	64	1	1920	0.037443	5	5	0	11520	6	51278	0.0195015	801.218	5	
5	64	2	1920	0.0493209	10	10	0	24960	13	38928.7	0.025688	608.262	5	
5	64	4	1920	0.0292383	47	47	0	57600	30	65667.4	0.0152283	1026.05	5	
5	64	8	1920	0.036874	72	72	0	145920	76	52069.2	0.0192052	813.581	5	
5	64	16	1920	0.0554227	112	112	0	414720	216	34642.8	0.028866	541.294	5	
5	64	32	1920	0.0475553	233	233	0	1320960	688	40374.1	0.0247684	630.845	5	
5	64	64	1920	0.0857702	444	444	0	4608000	2400	22385.4	0.044672	349.772	5	
5	64	128	1920	0.196334	879	878	1	17080320	8896	9779.23	0.102258	152.8	5	
5	64	256	1920	0.709431	1876	1873	3	65617920	34176	2706.39	0.369495	42.2874	5	
5	64	512	1920	2.34476	3640	3623	17	257064960	133888	818.846	1.22123	12.7945	5	
5	64	1024	1920	9.01264	7398	7345	53	1017446400	529920	213.034	4.69408	3.32866	5	
5	64	2048	1920	34.4898	15174	14973	201	4048158720	2.10842e+06	55.6687	17.9634	0.869824	5	
5	128	1	1920	0.0708166	2	2	0	11520	6	27112.3	0.0368836	423.629	5	
5	128	2	1920	0.0505928	5	5	0	24960	13	37950	0.0263504	592.969	5	
5	128	4	1920	0.0530575	30	30	0	57600	30	36187.2	0.0276341	565.425	5	
5	128	8	1920	0.0514081	45	45	0	145920	76	37348.2	0.026775	583.566	5	
5	128	16	1920	0.0502641	71	71	0	414720	216	38198.2	0.0261792	596.847	5	
5	128	32	1920	0.085885	150	150	0	1320960	688	22355.5	0.0447318	349.304	5	
5	128	64	1920	0.101579	285	285	0	4608000	2400	18901.6	0.0529056	295.337	5	
5	128	128	1920	0.16781	549	548	1	17080320	8896	11441.5	0.0874011	178.774	5	
5	128	256	1920	0.657792	1210	1207	3	65617920	34176	2918.86	0.3426	45.6071	5	
5	128	512	1920	2.49258	2345	2341	4	257064960	133888	770.286	1.29822	12.0357	5	
5	128	1024	1920	8.75773	4739	4730	9	1017446400	529920	219.235	4.56132	3.42555	5	
5	128	2048	1920	35.3453	9536	9513	23	4048158720	2.10842e+06	54.3213	18.409	0.84877	5	
6	1	1	1920	0.0629353	121	121	0	11520	6	30507.5	0.0327788	476.68	6	
6	1	2	1920	0.0664289	242	226	16	24960	13	28903.1	0.0345984	451.611	6	
6	1	4	1920	0.0507743	455	426	29	57600	30	37814.4	0.026445	590.85	6	
6	1	8	1920	0.0783513	1069	924	145	145920	76	24505	0.040808	382.891	6	
6	1	16	1920	0.0597838	3001	2031	970	414720	216	32115.7	0.0311374	501.808	6	
6	1	32	1920	0.0538007	9628	5186	4442	1320960	688	35687.3	0.0280212	557.614	6	
6	1	64	1920	0.0984181	39309	15881	23428	4608000	2400	19508.6	0.0512594	304.822	6	
6	1	128	1920	0.210503	153978	45155	108823	17080320	8896	9121.03	0.109637	142.516	6	
6	1	256	1920	0.673855	734021	163568	570453	65617920	34176	2849.28	0.350966	44.52	6	
6	1	512	1920	2.31816	2966729	408139	2558590	257064960	133888	828.242	1.20738	12.9413	6	
6	1	1024	1920	8.77256	9231618	935291	8296327	1017446400	529920	218.864	4.56904	3.41975	6	
6	1	2048	1920	34.9978	29495954	2268941	27227013	4048158720	2.10842e+06	54.8605	18.228	0.857196	6	
6	2	1	1920	0.0404412	72	72	0	11520	6	47476.3	0.0210632	741.817	6	
6	2	2	1920	0.038024	121	120	1	24960	13	50494.4	0.0198042	788.975	6	
6	2	4	1920	0.0379414	298	297	1	57600	30	50604.4	0.0197611	790.693	6	
6	2	8	1920	0.0740524	693	650	43	145920	76	25927.6	0.038569	405.118	6	
6	2	16	1920	0.0414283	1438	1268	170	414720	216	46345.2	0.0215772	724.143	6	
6	2	32	1920	0.063278	3079	2577	502	1320960	688	30342.3	0.0329573	474.098	6	
6	2	64	1920	0.0928695	7386	5380	2006	4608000	2400	20674.2	0.0483695	323.034	6	
6	2	128	1920	0.203717	25092	13098	11994	17080320	8896	9424.82	0.106103	147.263	6	
6	2	256	1920	0.715387	110453	38114	72339	65617920	34176	2683.86	0.372597	41.9354	6	
6	2	512	1920	2.36939	485170	105696	379474	257064960	133888	810.336	1.23406	12.6615	6	
6	2	1024	1920	8.18001	1790652	273822	1516830	1017446400	529920	234.719	4.26042	3.66748	6	
6	2	2048	1920	33.5138	7327620	773672	6553948	4048158720	2.10842e+06	57.2899	17.4551	0.895154	6	
6	4	1	1920	0.0708273	37	37	0	11520	6	27108.2	0.0368892	423.566	6	
6	4	2	1920	0.0537351	78	78	0	24960	13	35730.9	0.027987	558.295	6	
6	4	4	1920	0.061248	218	218	0	57600	30	31347.9	0.0319	489.812	6	
6	4	8	1920	0.0448223	344	337	7	145920	76	42835.9	0.0233449	669.31	6	
6	4	16	1920	0.0597165	1007	967	40	414720	216	32151.9	0.0311023	502.374	6	
6	4	32	1920	0.0415719	1446	1367	79	1320960	688	46185	0.021652	721.641	6	
6	4	64	1920	0.0832276	3241	2904	337	4608000	2400	23069.3	0.0433477	360.457	6	
6	4	128	1920	0.220131	7482	6092	1390	17080320	8896	8722.09	0.114651	136.283	6	
6	4	256	1920	0.737283	19428	13462	5966	65617920	34176	2604.16	0.384002	40.6899	6	
6	4	512	1920	2.12983	68072	35063	33009	257064960	133888	901.482	1.10929	14.0856	6	
6	4	1024	1920	7.83874	307823	101490	206333	1017446400	529920	244.937	4.08268	3.82715	6	
6	4	2048	1920	33.5131	1507681	289745	1217936	4048158720	2.10842e+06	57.291	17.4548	0.895172	6	
6	8	1	1920	0.0832178	20	20	0	11520	6	23072	0.0433426	360.5	6	
6	8	2	1920	0.0600504	46	46	0	24960	13	31973.1	0.0312763	499.58	6	
6	8	4	1920	0.048643	148	148	0	57600	30	39471.2	0.0253349	616.738	6	
6	8	8	1920	0.0616181	244	242	2	145920	76	31159.7	0.0320928	486.87	6	
6	8	16	1920	0.0630907	434	429	5	414720	216	30432.4	0.0328598	475.506	6	
6	8	32	1920	0.078749	912	896	16	1320960	688	24381.3	0.0410151	380.957	6	
6	8	64	1920	0.0989942	1827	1777	50	4608000	2400	19395.1	0.0515595	303.048	6	
6	8	128	1920	0.208368	3660	3449	211	17080320	8896	9214.47	0.108525	143.976	6	
6	8	256	1920	0.826002	8233	7240	993	65617920	34176	2324.45	0.430209	36.3195	6	
6	8	512	1920	2.13819	18918	15109	3809	257064960	133888	897.956	1.11364	14.0306	6	
6	8	1024	1920	8.35829	47438	32576	14862	1017446400	529920	229.712	4.35328	3.58925	6	
6	8	2048	1920	34.2836	151901	78786	73115	4048158720	2.10842e+06	56.0034	17.8561	0.875053	6	
6	16	1	1920	0.0702457	11	11	0	11520	6	27332.6	0.0365863	427.072	6	
6	16	2	1920	0.0461894	27	27	0	24960	13	41568	0.024057	649.499	6	
6	16	4	1920	0.0537908	105	105	0	57600	30	35693.8	0.0280161	557.716	6	
6	16	8	1920	0.0705195	169	167	2	145920	76	27226.5	0.0367289	425.414	6	
6	16	16	1920	0.0483758	284	278	6	414720	216	39689.3	0.0251957	620.145	6	
6	16	32	1920	0.0666549	573	569	4	1320960	688	28805.1	0.0347161	450.079	6	
6	16	64	1920	0.0972202	1124	1110	14	4608000	2400	19749	0.0506355	308.578	6	
6	16	128	1920	0.208989	2277	2240	37	17080320	8896	9187.1	0.108848	143.548	6	
6	16	256	1920	0.716506	4888	4729	159	65617920	34176	2679.67	0.37318	41.8698	6	
6	16	512	1920	2.26951	9562	8988	574	257064960	133888	845.997	1.18204	13.2187	6	
6	16	1024	1920	8.23035	20806	18660	2146	1017446400	529920	233.283	4.28664	3.64505	6	
6	16	2048	1920	34.0213	48409	38579	9830	4048158720	2.10842e+06	56.4352	17.7194	0.8818	6	
6	32	1	1920	0.0440274	6	6	0	11520	6	43609.2	0.0229309	681.394	6	
6	32	2	1920	0.0630784	15	15	0	24960	13	30438.3	0.0328534	475.598	6	
6	32	4	1920	0.0405175	69	69	0	57600	30	47386.9	0.0211029	740.42	6	
6	32	8	1920	0.0718888	108	108	0	145920	76	26707.9	0.0374421	417.311	6	
6	32	16	1920	0.0663658	178	178	0	414720	216	28930.6	0.0345655	452.04	6	
6	32	32	1920	0.0594114	361	361	0	1320960	688	32317	0.0309435	504.953	6	
6	32	64	1920	0.104098	697	697	0	4608000	2400	18444.1	0.0542178	288.189	6	
6	32	128	1920	0.208319	1404	1399	5	17080320	8896	9216.64	0.108499	144.01	6	
6	32	256	1920	0.698951	2932	2915	17	65617920	34176	2746.97	0.364037	42.9214	6	
6	32	512	1920	2.14217	5883	5799	84	257064960	133888	896.288	1.11571	14.0045	6	
6	32	1024	1920	8.38434	11957	11648	309	1017446400	529920	228.998	4.36684	3.5781	6	
6	32	2048	1920	34.8512	25663	24238	1425	4048158720	2.10842e+06	55.0913	18.1517	0.860802	6	
6	64	1	1920	0.0773831	5	5	0	11520	6	24811.6	0.0403037	387.682	6	
6	64	2	1920	0.0637172	10	10	0	24960	13	30133.2	0.033186	470.831	6	
6	64	4	1920	0.0487537	47	47	0	57600	30	39381.6	0.0253926	615.337	6	
6	64	8	1920	0.0820002	72	72	0	145920	76	23414.6	0.0427085	365.853	6	
6	64	16	1920	0.0397141	112	112	0	414720	216	48345.5	0.0206844	755.399	6	
6	64	32	1920	0.072116	233	233	0	1320960	688	26623.8	0.0375604	415.996	6	
6	64	64	1920	0.0961979	444	444	0	4608000	2400	19958.9	0.0501031	311.857	6	
6	64	128	1920	0.184809	879	878	1	17080320	8896	10389.1	0.0962547	162.33	6	
6	64	256	1920	0.72461	1877	1874	3	65617920	34176	2649.7	0.377401	41.4016	6	
6	64	512	1920	2.14912	3637	3620	17	257064960	133888	893.39	1.11933	13.9592	6	
6	64	1024	1920	8.23398	7392	7338	54	1017446400	529920	233.18	4.28853	3.64344	6	
6	64	2048	1920	35.2487	15158	14963	195	4048158720	2.10842e+06	54.47	18.3587	0.851094	6	
6	128	1	1920	0.0390307	2	2	0	11520	6	49192.1	0.0203285	768.626	6	
6	128	2	1920	0.0652393	5	5	0	24960	13	29430.1	0.0339788	459.845	6	
6	128	4	1920	0.034544	30	30	0	57600	30	55581.3	0.0179917	868.458	6	
6	128	8	1920	0.0652696	45	45	0	145920	76	29416.5	0.0339946	459.632	6	
6	128	16	1920	0.0670062	71	71	0	414720	216	28654.1	0.0348991	447.72	6	
6	128	32	1920	0.075656	150	150	0	1320960	688	25378	0.0394042	396.532	6	
6	128	64	1920	0.0841609	285	285	0	4608000	2400	22813.4	0.0438338	356.46	6	
6	128	128	1920	0.179005	549	548	1	17080320	8896	10725.9	0.093232	167.593	6	
6	128	256	1920	0.760371	1206	1204	2	65617920	34176	2525.08	0.396027	39.4544	6	
6	128	512	1920	2.3046	2340	2337	3	257064960	133888	833.116	1.20031	13.0174	6	
6	128	1024	1920	8.35384	4736	4727	9	1017446400	529920	229.834	4.35096	3.59116	6	
6	128	2048	1920	35.8526	9537	9517	20	4048158720	2.10842e+06	53.5526	18.6732	0.836759	6	
7	1	1	1920	0.0512358	121	121	0	11520	6	37473.8	0.0266853	585.528	7	
7	1	2	1920	0.0525221	170	166	4	24960	13	36556.1	0.0273552	571.189	7	
7	1	4	1920	0.0993656	479	455	24	57600	30	19322.6	0.0517529	301.915	7	
7	1	8	1920	0.113102	1275	1068	207	145920	76	16975.8	0.0589073	265.247	7	
7	1	16	1920	0.097968	2882	2036	846	414720	216	19598.2	0.051025	306.222	7	
7	1	32	1920	0.0795264	9606	5230	4376	1320960	688	24142.9	0.04142	377.233	7	
7	1	64	1920	0.0987791	37438	14495	22943	4608000	2400	19437.3	0.0514475	303.708	7	
7	1	128	1920	0.210491	153063	43356	109707	17080320	8896	9121.52	0.109631	142.524	7	
7	1	256	1920	0.733282	724584	162962	561622	65617920	34176	2618.37	0.381918	40.912	7	
7	1	512	1920	2.29304	2932148	408316	2523832	257064960	133888	837.316	1.19429	13.0831	7	
7	1	1024	1920	7.97827	9188001	930574	8257427	1017446400	529920	240.654	4.15535	3.76022	7	
7	1	2048	1920	32.0519	29496084	2263044	27233040	4048158720	2.10842e+06	59.9028	16.6937	0.935981	7	
7	2	1	1920	0.074958	72	72	0	11520	6	25614.3	0.0390406	400.224	7	
7	2	2	1920	0.0976744	121	120	1	24960	13	19657.1	0.0508721	307.143	7	
7	2	4	1920	0.0863963	291	287	4	57600	30	22223.2	0.044998	347.237	7	
7	2	8	1920	0.0677317	692	659	33	145920	76	28347.2	0.0352769	442.924	7	
7	2	16	1920	0.0683046	1392	1243	149	414720	216	28109.4	0.0355753	439.209	7	
7	2	32	1920	0.0791072	3147	2551	596	1320960	688	24270.8	0.0412017	379.232	7	
7	2	64	1920	0.127767	7353	5300	2053	4608000	2400	15027.4	0.0665453	234.802	7	
7	2	128	1920	0.202491	26136	13116	13020	17080320	8896	9481.91	0.105464	148.155	7	
7	2	256	1920	0.7951	110293	38352	71941	65617920	34176	2414.79	0.414115	37.7311	7	
7	2	512	1920	2.3793	477366	103916	373450	257064960	133888	806.962	1.23922	12.6088	7	
7	2	1024	1920	7.64959	1789337	274704	1514633	1017446400	529920	250.994	3.98416	3.92178	7	
7	2	2048	1920	31.6251	7326564	772871	6553693	4048158720	2.10842e+06	60.7113	16.4714	0.948615	7	
7	4	1	1920	0.112217	37	37	0	11520	6	17109.7	0.0584464	267.339	7	
7	4	2	1920	0.0546701	78	78	0	24960	13	35119.7	0.028474	548.746	7	
7	4	4	1920	0.0674966	218	218	0	57600	30	28445.9	0.0351545	444.467	7	
7	4	8	1920	0.0713224	354	348	6	145920	76	26920	0.0371471	420.625	7	
7	4	16	1920	0.0597486	715	694	21	414720	216	32134.6	0.0311191	502.104	7	
7	4	32	1920	0.0712658	1467	1374	93	1320960	688	26941.4	0.0371176	420.959	7	
7	4	64	1920	0.104617	3407	3088	319	4608000	2400	18352.7	0.054488	286.76	7	
7	4	128	1920	0.239167	7395	5993	1402	17080320	8896	8027.85	0.124566	125.435	7	
7	4	256	1920	0.836627	18710	12892	5818	65617920	34176	2294.93	0.435743	35.8583	7	
7	4	512	1920	2.11306	70421	36231	34190	257064960	133888	908.634	1.10055	14.1974	7	
7	4	1024	1920	7.60251	307168	100384	206784	1017446400	529920	252.548	3.95964	3.94606	7	
7	4	2048	1920	31.175	1493224	287420	1205804	4048158720	2.10842e+06	61.5879	16.237	0.962311	7	
7	8	1	1920	0.0689811	20	20	0	11520	6	27833.7	0.0359276	434.902	7	
7	8	2	1920	0.0762391	46	46	0	24960	13	25183.9	0.0397078	393.499	7	
7	8	4	1920	0.088218	148	148	0	57600	30	21764.3	0.0459469	340.067	7	
7	8	8	1920	0.0656425	243	241	2	145920	76	29249.4	0.0341888	457.021	7	
7	8	16	1920	0.0649897	426	422	4	414720	216	29543.1	0.0338488	461.611	7	
7	8	32	1920	0.0867713	934	922	12	1320960	688	22127.1	0.0451934	345.737	7	
7	8	64	1920	0.100401	1812	1766	46	4608000	2400	19123.3	0.0522923	298.801	7	
7	8	128	1920	0.216248	3686	3456	230	17080320	8896	8878.68	0.112629	138.729	7	
7	8	256	1920	0.765183	8158	7229	929	65617920	34176	2509.2	0.398533	39.2063	7	
7	8	512	1920	2.18039	19312	15287	4025	257064960	133888	880.578	1.13562	13.759	7	
7	8	1024	1920	7.5883	47240	32123	15117	1017446400	529920	253.021	3.95224	3.95346	7	
7	8	2048	1920	30.9339	151820	78857	72963	4048158720	2.10842e+06	62.0679	16.1114	0.969811	7	
7	16	1	1920	0.0997513	11	11	0	11520	6	19247.9	0.0519538	300.748	7	
7	16	2	1920	0.0665367	27	27	0	24960	13	28856.2	0.0346546	450.879	7	
7	16	4	1920	0.0775504	105	105	0	57600	30	24758.1	0.0403908	386.845	7	
7	16	8	1920	0.101221	168	167	1	145920	76	18968.4	0.0527191	296.382	7	
7	16	16	1920	0.0834503	280	278	2	414720	216	23007.7	0.0434637	359.495	7	
7	16	32	1920	0.0563125	573	570	3	1320960	688	34095.4	0.0293294	532.741	7	
7	16	64	1920	0.100742	1151	1138	13	4608000	2400	19058.6	0.0524699	297.79	7	
7	16	128	1920	0.208697	2267	2235	32	17080320	8896	9199.93	0.108696	143.749	7	
7	16	256	1920	0.777284	4795	4651	144	65617920	34176	2470.14	0.404835	38.5959	7	
7	16	512	1920	2.22197	9822	9256	566	257064960	133888	864.098	1.15728	13.5015	7	
7	16	1024	1920	7.63262	20747	18527	2220	1017446400	529920	251.552	3.97532	3.9305	7	
7	16	2048	1920	31.5684	49036	39122	9914	4048158720	2.10842e+06	60.8204	16.4419	0.950318	7	
7	32	1	1920	0.0541161	6	6	0	11520	6	35479.3	0.0281855	554.364	7	
7	32	2	1920	0.0509006	15	15	0	24960	13	37720.6	0.0265107	589.384	7	
7	32	4	1920	0.0821174	69	69	0	57600	30	23381.2	0.0427695	365.331	7	
7	32	8	1920	0.0463846	108	108	0	145920	76	41393	0.0241587	646.766	7	
7	32	16	1920	0.0743812	178	178	0	414720	216	25813	0.0387402	403.328	7	
7	32	32	1920	0.0591562	361	361	0	1320960	688	32456.4	0.0308105	507.132	7	
7	32	64	1920	0.0964844	697	697	0	4608000	2400	19899.6	0.0502523	310.931	7	
7	32	128	1920	0.181995	1404	1399	5	17080320	8896	10549.7	0.0947893	164.839	7	
7	32	256	1920	0.707941	2909	2892	17	65617920	34176	2712.09	0.368719	42.3764	7	
7	32	512	1920	2.25946	5900	5804	96	257064960	133888	849.76	1.1768	13.2775	7	
7	32	1024	1920	7.51935	12067	11753	314	1017446400	529920	255.341	3.91633	3.98971	7	
7	32	2048	1920	31.385	25316	23900	1416	4048158720	2.10842e+06	61.1758	16.3463	0.955872	7	
7	64	1	1920	0.0965101	5	5	0	11520	6	19894.3	0.0502657	310.848	7	
7	64	2	1920	0.0633721	10	10	0	24960	13	30297.2	0.0330063	473.394	7	
7	64	4	1920	0.0632333	47	47	0	57600	30	30363.7	0.032934	474.433	7	
7	64	8	1920	0.0609631	72	72	0	145920	76	31494.5	0.0317516	492.101	7	
7	64	16	1920	0.0532902	112	112	0	414720	216	36029.1	0.0277553	562.955	7	
7	64	32	1920	0.0795255	233	233	0	1320960	688	24143.2	0.0414195	377.238	7	
7	64	64	1920	0.100407	444	444	0	4608000	2400	19122.2	0.0522954	298.784	7	
7	64	128	1920	0.21135	879	878	1	17080320	8896	9084.46	0.110078	141.945	7	
7	64	256	1920	0.680678	1876	1873	3	65617920	34176	2820.72	0.35452	44.0737	7	
7	64	512	1920	2.159	3637	3620	17	257064960	133888	889.301	1.12448	13.8953	7	
7	64	1024	1920	7.60893	7388	7333	55	1017446400	529920	252.335	3.96298	3.94274	7	
7	64	2048	1920	31.1768	15128	14930	198	4048158720	2.10842e+06	61.5842	16.2379	0.962253	7	
7	128	1	1920	0.0664569	2	2	0	11520	6	28890.9	0.034613	451.42	7	
7	128	2	1920	0.0568957	5	5	0	24960	13	33745.9	0.0296332	527.28	7	
7	128	4	1920	0.0706462	30	30	0	57600	30	27177.7	0.0367949	424.651	7	
7	128	8	1920	0.0773673	45	45	0	145920	76	24816.7	0.0402955	387.761	7	
7	128	16	1920	0.0577224	71	71	0	414720	216	33262.6	0.0300638	519.729	7	
7	128	32	1920	0.0763949	150	150	0	1320960	688	25132.6	0.039789	392.697	7	
7	128	64	1920	0.101635	285	285	0	4608000	2400	18891.1	0.052935	295.173	7	
7	128	128	1920	0.196555	549	548	1	17080320	8896	9768.25	0.102372	152.629	7	
7	128	256	1920	0.710424	1206	1204	2	65617920	34176	2702.61	0.370013	42.2283	7	
7	128	512	1920	2.16613	2340	2338	2	257064960	133888	886.374	1.12819	13.8496	7	
7	128	1024	1920	7.55164	4734	4726	8	1017446400	529920	254.249	3.93314	3.97265	7	
7	128	2048	1920	31.1657	9536	9514	22	4048158720	2.10842e+06	61.6061	16.2322	0.962596	7	
8	1	1	1920	0.0657833	121	121	0	11520	6	29186.7	0.0342622	456.042	8	
8	1	2	1920	0.0645278	217	206	11	24960	13	29754.6	0.0336082	464.916	8	
8	1	4	1920	0.0674566	446	424	22	57600	30	28462.8	0.0351336	444.731	8	
8	1	8	1920	0.0731588	1228	1036	192	145920	76	26244.3	0.0381035	410.067	8	
8	1	16	1920	0.0665408	2991	2158	833	414720	216	28854.5	0.0346566	450.851	8	
8	1	32	1920	0.102557	8850	4925	3925	1320960	688	18721.3	0.0534151	292.52	8	
8	1	64	1920	0.105817	37233	15084	22149	4608000	2400	18144.5	0.0551131	283.508	8	
8	1	128	1920	0.320392	159131	45471	113660	17080320	8896	5992.65	0.166871	93.6352	8	
8	1	256	1920	0.718328	729706	163760	565946	65617920	34176	2672.87	0.374129	41.7637	8	
8	1	512	1920	2.20745	2928109	405982	2522127	257064960	133888	869.783	1.14971	13.5904	8	
8	1	1024	1920	7.69053	9173358	928917	8244441	1017446400	529920	249.658	4.00548	3.9009	8	
8	1	2048	1920	32.0665	29452590	2258859	27193731	4048158720	2.10842e+06	59.8755	16.7013	0.935555	8	
8	2	1	1920	0.0708338	72	72	0	11520	6	27105.7	0.0368926	423.526	8	
8	2	2	1920	0.0653029	118	117	1	24960	13	29401.5	0.0340119	459.398	8	
8	2	4	1920	0.0841795	258	255	3	57600	30	22808.4	0.0438435	356.381	8	
8	2	8	1920	0.0842206	641	608	33	145920	76	22797.3	0.0438649	356.207	8	
8	2	16	1920	0.0798248	1341	1207	134	414720	216	24052.7	0.0415754	375.823	8	
8	2	32	1920	0.0622082	3003	2512	491	1320960	688	30864.1	0.0324001	482.252	8	
8	2	64	1920	0.117432	8123	5807	2316	4608000	2400	16350	0.0611623	255.468	8	
8	2	128	1920	0.23241	26073	14023	12050	17080320	8896	8261.26	0.121047	129.082	8	
8	2	256	1920	0.58614	115329	39712	75617	65617920	34176	3275.67	0.305281	51.1823	8	
8	2	512	1920	2.12853	480764	106862	373902	257064960	133888	902.032	1.10861	14.0942	8	
8	2	1024	1920	7.33331	1807938	277095	1530843	1017446400	529920	261.819	3.81943	4.09092	8	
8	2	2048	1920	31.9025	7336946	775132	6561814	4048158720	2.10842e+06	60.1833	16.6159	0.940365	8	
