Threads	Scale	NumSpheres	Timesteps	Total Time	Total Collisions	Wall Collisions	Sphere Collisions	Total Checks	Avg. Checks per Timestep	Avg. Timesteps per Second	Avg. Milliseconds per Timestep	Time Dilation	Total Threads
8	1	16	1920	0.119718	3183	2234	949	414720	216	16037.6	0.0623533	250.588	8	
8	1	32	1920	0.11232	9374	4901	4473	1320960	688	17094.1	0.0584999	267.095	8	
8	1	64	1920	0.180015	39864	16017	23847	4608000	2400	10665.8	0.0937578	166.653	8	
8	1	128	1920	0.394595	157239	44744	112495	17080320	8896	4865.75	0.205518	76.0274	8	
8	1	256	1920	1.05849	718830	160612	558218	65617920	34176	1813.91	0.551296	28.3423	8	
8	1	512	1920	2.32688	2935838	407555	2528283	257064960	133888	825.141	1.21191	12.8928	8	
8	1	1024	1920	6.97976	9212958	930973	8281985	1017446400	529920	275.081	3.63529	4.29814	8	
8	1	2048	1920	30.604	29501597	2262602	27238995	4048158720	2.10842e+06	62.737	15.9396	0.980265	8	
8	2	1	1920	0.097032	72	72	0	11520	6	19787.3	0.0505375	309.176	8	
8	2	2	1920	0.120005	118	117	1	24960	13	15999.4	0.0625025	249.99	8	
8	2	4	1920	0.0974509	306	299	7	57600	30	19702.2	0.0507557	307.847	8	
8	2	8	1920	0.110941	667	639	28	145920	76	17306.5	0.0577816	270.415	8	
8	2	16	1920	0.151409	1386	1238	148	414720	216	12680.9	0.0788587	198.139	8	
8	2	32	1920	0.098114	2879	2369	510	1320960	688	19569.1	0.0511011	305.767	8	
8	2	64	1920	0.133878	8004	5611	2393	4608000	2400	14341.4	0.069728	224.085	8	
8	2	128	1920	0.406047	26604	13698	12906	17080320	8896	4728.52	0.211483	73.8831	8	
8	2	256	1920	0.981724	111529	38780	72749	65617920	34176	1955.74	0.511315	30.5585	8	
8	2	512	1920	2.79985	484508	104624	379884	257064960	133888	685.751	1.45826	10.7149	8	
8	2	1024	1920	6.37821	1801362	276415	1524947	1017446400	529920	301.025	3.32198	4.70351	8	
8	2	2048	1920	28.6902	7330778	772651	6558127	4048158720	2.10842e+06	66.9218	14.9428	1.04565	8	
8	4	1	1920	0.130511	37	37	0	11520	6	14711.4	0.0679747	229.865	8	
8	4	2	1920	0.0819603	78	78	0	24960	13	23426	0.0426876	366.031	8	
8	4	4	1920	0.102	218	218	0	57600	30	18823.5	0.0531251	294.117	8	
8	4	8	1920	0.106441	359	348	11	145920	76	18038.2	0.0554378	281.847	8	
8	4	16	1920	0.107787	747	718	29	414720	216	17812.9	0.056139	278.327	8	
8	4	32	1920	0.0897036	1558	1470	88	1320960	688	21403.8	0.0467206	334.435	8	
8	4	64	1920	0.0776085	3083	2760	323	4608000	2400	24739.6	0.0404211	386.556	8	
8	4	128	1920	0.280599	7127	5822	1305	17080320	8896	6842.51	0.146145	106.914	8	
8	4	256	1920	0.998048	19991	13730	6261	65617920	34176	1923.75	0.519817	30.0587	8	
8	4	512	1920	2.29435	69447	35568	33879	257064960	133888	836.838	1.19497	13.0756	8	
8	4	1024	1920	6.70453	304694	100356	204338	1017446400	529920	286.373	3.49194	4.47459	8	
8	4	2048	1920	29.5409	1492634	284805	1207829	4048158720	2.10842e+06	64.9947	15.3859	1.01554	8	
8	8	1	1920	0.101275	20	20	0	11520	6	18958.3	0.0527474	296.223	8	
8	8	2	1920	0.0967458	46	46	0	24960	13	19845.8	0.0503884	310.091	8	
8	8	4	1920	0.106781	148	148	0	57600	30	17980.7	0.0556153	280.948	8	
8	8	8	1920	0.100875	243	242	1	145920	76	19033.5	0.052539	297.398	8	
8	8	16	1920	0.161458	426	422	4	414720	216	11891.7	0.0840926	185.807	8	
8	8	32	1920	0.114438	925	911	14	1320960	688	16777.7	0.0596031	262.151	8	
8	8	64	1920	0.140624	1779	1734	45	4608000	2400	13653.4	0.0732418	213.334	8	
8	8	128	1920	0.407766	3779	3551	228	17080320	8896	4708.58	0.212378	73.5716	8	
8	8	256	1920	0.949588	8081	7214	867	65617920	34176	2021.93	0.494577	31.5926	8	
8	8	512	1920	2.17803	19076	15175	3901	257064960	133888	881.532	1.13439	13.7739	8	
8	8	1024	1920	6.64516	47932	32882	15050	1017446400	529920	288.932	3.46102	4.51456	8	
8	8	2048	1920	29.0832	153904	79867	74037	4048158720	2.10842e+06	66.0174	15.1475	1.03152	8	
8	16	1	1920	0.0940236	11	11	0	11520	6	20420.4	0.0489706	319.069	8	
8	16	2	1920	0.100429	27	27	0	24960	13	19117.9	0.052307	298.717	8	
8	16	4	1920	0.106719	105	105	0	57600	30	17991.1	0.0555829	281.111	8	
8	16	8	1920	0.103255	168	166	2	145920	76	18594.7	0.0537787	290.542	8	
8	16	16	1920	0.121857	282	278	4	414720	216	15756.2	0.0634672	246.19	8	
8	16	32	1920	0.111899	569	567	2	1320960	688	17158.3	0.0582808	268.099	8	
8	16	64	1920	0.182435	1134	1126	8	4608000	2400	10524.3	0.095018	164.443	8	
8	16	128	1920	0.390338	2282	2241	41	17080320	8896	4918.81	0.203301	76.8565	8	
8	16	256	1920	0.988385	4779	4635	144	65617920	34176	1942.56	0.514784	30.3525	8	
8	16	512	1920	3.51575	9770	9175	595	257064960	133888	546.113	1.83112	8.53302	8	
8	16	1024	1920	6.54635	20521	18306	2215	1017446400	529920	293.293	3.40956	4.5827	8	
8	16	2048	1920	28.5243	48781	38978	9803	4048158720	2.10842e+06	67.311	14.8564	1.05173	8	
8	32	1	1920	0.100842	6	6	0	11520	6	19039.7	0.0525219	297.495	8	
8	32	2	1920	0.096139	15	15	0	24960	13	19971.1	0.0500724	312.048	8	
8	32	4	1920	0.104321	69	69	0	57600	30	18404.6	0.0543341	287.573	8	
8	32	8	1920	0.0960608	108	108	0	145920	76	19987.3	0.0500316	312.302	8	
8	32	16	1920	0.104167	178	178	0	414720	216	18431.9	0.0542539	287.998	8	
8	32	32	1920	0.10391	361	361	0	1320960	688	18477.6	0.0541196	288.712	8	
8	32	64	1920	0.131943	697	697	0	4608000	2400	14551.7	0.0687204	227.371	8	
8	32	128	1920	0.419959	1393	1388	5	17080320	8896	4571.88	0.218729	71.4356	8	
8	32	256	1920	0.95553	2926	2908	18	65617920	34176	2009.36	0.497672	31.3962	8	
8	32	512	1920	2.33501	5881	5786	95	257064960	133888	822.266	1.21615	12.8479	8	
8	32	1024	1920	6.49478	11953	11653	300	1017446400	529920	295.622	3.3827	4.61909	8	
8	32	2048	1920	29.6628	25463	24031	1432	4048158720	2.10842e+06	64.7276	15.4494	1.01137	8	
8	64	1	1920	0.107155	5	5	0	11520	6	17917.9	0.05581	279.968	8	
8	64	2	1920	0.111978	10	10	0	24960	13	17146.3	0.0583217	267.91	8	
8	64	4	1920	0.102429	47	47	0	57600	30	18744.7	0.0533483	292.886	8	
8	64	8	1920	0.13634	72	72	0	145920	76	14082.4	0.0710106	220.038	8	
8	64	16	1920	0.143308	112	112	0	414720	216	13397.7	0.0746396	209.339	8	
8	64	32	1920	0.138327	233	233	0	1320960	688	13880.2	0.0720452	216.878	8	
8	64	64	1920	0.221033	444	444	0	4608000	2400	8686.5	0.115121	135.727	8	
8	64	128	1920	0.438387	879	878	1	17080320	8896	4379.69	0.228327	68.4326	8	
8	64	256	1920	1.02386	1877	1874	3	65617920	34176	1875.27	0.533258	29.301	8	
8	64	512	1920	3.2454	3642	3625	17	257064960	133888	591.607	1.69031	9.24386	8	
8	64	1024	1920	6.91779	7397	7343	54	1017446400	529920	277.545	3.60302	4.33664	8	
8	64	2048	1920	29.4294	15153	14953	200	4048158720	2.10842e+06	65.2408	15.3278	1.01939	8	
8	128	1	1920	0.0939376	2	2	0	11520	6	20439.1	0.0489259	319.361	8	
8	128	2	1920	0.0943668	5	5	0	24960	13	20346.1	0.0491494	317.909	8	
8	128	4	1920	0.0974921	30	30	0	57600	30	19693.9	0.0507771	307.717	8	
8	128	8	1920	0.123528	45	45	0	145920	76	15543	0.0643376	242.859	8	
8	128	16	1920	0.128309	71	71	0	414720	216	14963.9	0.0668274	233.811	8	
8	128	32	1920	0.130066	150	150	0	1320960	688	14761.7	0.0677427	230.652	8	
8	128	64	1920	0.143073	285	285	0	4608000	2400	13419.7	0.0745171	209.683	8	
8	128	128	1920	0.41132	549	548	1	17080320	8896	4667.9	0.214229	72.9359	8	
8	128	256	1920	0.968321	1212	1208	4	65617920	34176	1982.81	0.504334	30.9815	8	
8	128	512	1920	2.86372	2344	2340	4	257064960	133888	670.457	1.49152	10.4759	8	
8	128	1024	1920	6.50353	4740	4730	10	1017446400	529920	295.224	3.38725	4.61288	8	
8	128	2048	1920	29.7137	9543	9522	21	4048158720	2.10842e+06	64.6166	15.4759	1.00963	8	
